1,152,49,First Node,1,1
2,381,57,Bus Stop,1,1
3,154,171,Pintu 3,1,1
4,252,171,Pintu 2,1,1
5,402,179,Pintu 1,1,1
6,441,171,Bus Stop 2,1,1
7,245,283,Birek,1,1
8,165,437,Poltek,1,1
9,245,437,-,1,1
10,262,437,-,1,1
11,406,430,PSI,1,1
12,250,496,-,1,1
13,408,488,SMPN,1,1
